transaction_id,date_id,transaction_datetime,account_id,customer_id,branch_id,product_id,transaction_type,transaction_channel,transaction_amount,currency,running_balance,is_flagged_fraud
TXN00004314,20220615,2022-06-15 08:18:00,ACC000122,CUST00287,BR0024,PRD003,Fee,Online,-2646.69,INR,235260.14,False
TXN00004315,20220122,2022-01-22 15:07:00,ACC001164,CUST00892,BR0007,PRD005,Deposit,Mobile App,69196.91,INR,469827.62,False
TXN00004316,20220603,2022-06-03 08:22:00,ACC000021,CUST00567,BR0016,PRD006,Deposit,Mobile App,20080.91,INR,263936.65,False
TXN00004317,20250811,2025-08-11 16:25:00,ACC001409,CUST00321,BR0025,PRD008,Transfer,Online,91539.9,INR,337104.22,False
TXN00004318,20220807,2022-08-07 08:38:00,ACC000427,CUST00490,BR0004,PRD008,Payment,Mobile App,-14723.88,INR,202430.66,False
TXN00004319,20231031,2023-10-31 12:46:00,ACC000907,CUST00872,BR0013,PRD005,Withdrawal,Branch,-10995.14,INR,383743.58,False
TXN00004320,20220818,2022-08-18 00:35:00,ACC000963,CUST00167,BR0024,PRD008,Transfer,Branch,10398.51,INR,271615.61,False
TXN00004321,20220120,2022-01-20 20:09:00,ACC001059,CUST00825,BR0019,PRD009,Fee,Online,-10574.76,INR,420096.99,False
TXN00004322,20230707,2023-07-07 20:18:00,ACC001093,CUST00804,BR0019,PRD003,Interest Credit,Branch,94414.49,INR,153068.07,False
TXN00004323,20240807,2024-08-07 04:25:00,ACC000748,CUST00124,BR0024,PRD004,Deposit,POS,40245.27,INR,387077.54,False
TXN00004324,20220528,2022-05-28 13:26:00,ACC000904,CUST00414,BR0020,PRD006,Transfer,POS,13283.24,INR,144834.54,False
TXN00004325,20250205,2025-02-05 03:27:00,ACC000106,CUST00386,BR0001,PRD009,Withdrawal,ATM,-33338.65,INR,200191.42,False
TXN00004326,20230207,2023-02-07 20:35:00,ACC000942,CUST00457,BR0023,PRD002,Transfer,Branch,14989.49,INR,124246.76,False
TXN00004327,20230819,2023-08-19 16:14:00,ACC000790,CUST00013,BR0016,PRD003,Transfer,POS,15715.37,INR,110106.79,False
TXN00004328,20230102,2023-01-02 07:38:00,ACC001279,CUST00217,BR0011,PRD006,Refund,Online,97808.88,INR,67824.64,False
TXN00004329,20251208,2025-12-08 17:22:00,ACC000814,CUST00805,BR0013,PRD006,Deposit,ATM,52215.77,INR,90420.22,False
TXN00004330,20250825,2025-08-25 00:05:00,ACC000959,CUST00292,BR0012,PRD008,Withdrawal,Branch,-14549.47,INR,126979.43,False
TXN00004331,20240312,2024-03-12 14:21:00,ACC001002,CUST00727,BR0013,PRD009,Refund,Online,71994.8,INR,363757.0,False
TXN00004332,20240706,2024-07-06 01:17:00,ACC001340,CUST00633,BR0021,PRD001,Payment,POS,-42817.88,INR,476382.17,False
TXN00004333,20250303,2025-03-03 19:19:00,ACC000855,CUST00838,BR0025,PRD006,Payment,Online,-26723.77,INR,411440.29,False
TXN00004334,20250730,2025-07-30 14:14:00,ACC000689,CUST00457,BR0012,PRD007,Fee,POS,-23989.78,INR,192473.02,False
TXN00004335,20220314,2022-03-14 21:16:00,ACC000065,CUST00378,BR0021,PRD003,Interest Credit,Branch,20097.03,INR,171561.54,False
TXN00004336,20230426,2023-04-26 23:37:00,ACC000823,CUST00393,BR0005,PRD002,Fee,Branch,-45201.72,INR,461256.48,False
TXN00004337,20251007,2025-10-07 22:43:00,ACC000042,CUST00690,BR0008,PRD002,Transfer,Mobile App,81045.28,INR,483188.03,False
TXN00004338,20230714,2023-07-14 06:02:00,ACC001280,CUST00752,BR0014,PRD004,Interest Credit,Mobile App,27827.48,INR,427743.53,False
TXN00004339,20250911,2025-09-11 16:29:00,ACC000214,CUST00992,BR0017,PRD010,Interest Credit,Mobile App,50310.84,INR,400938.28,False
TXN00004340,20240115,2024-01-15 12:20:00,ACC000870,CUST00308,BR0003,PRD002,Fee,POS,-29430.27,INR,231296.93,False
TXN00004341,20220410,2022-04-10 03:02:00,ACC000507,CUST00587,BR0012,PRD010,Transfer,Online,76331.59,INR,269014.33,False
TXN00004342,20241218,2024-12-18 03:09:00,ACC001139,CUST00302,BR0025,PRD009,Interest Credit,Mobile App,41986.95,INR,163845.9,False
TXN00004343,20230523,2023-05-23 17:09:00,ACC000328,CUST00557,BR0011,PRD008,Fee,POS,-41604.16,INR,420033.16,False
TXN00004344,20220915,2022-09-15 20:54:00,ACC001005,CUST00434,BR0013,PRD002,Refund,POS,56243.13,INR,254445.59,False
TXN00004345,20230217,2023-02-17 21:37:00,ACC000338,CUST00497,BR0021,PRD005,Transfer,Branch,57766.33,INR,312260.31,False
TXN00004346,20241224,2024-12-24 23:44:00,ACC001307,CUST00707,BR0014,PRD005,Fee,Online,-14645.56,INR,338693.62,False
TXN00004347,20230818,2023-08-18 22:14:00,ACC000686,CUST00391,BR0022,PRD002,Transfer,Branch,19370.44,INR,353078.63,False
TXN00004348,20250323,2025-03-23 16:20:00,ACC000934,CUST00946,BR0006,PRD005,Payment,Online,-10199.93,INR,282742.72,False
TXN00004349,20220923,2022-09-23 13:48:00,ACC000045,CUST00184,BR0002,PRD001,Payment,POS,-41087.94,INR,417304.6,False
TXN00004350,20240331,2024-03-31 23:19:00,ACC001455,CUST00116,BR0020,PRD007,Refund,Branch,9593.04,INR,2388.97,False
TXN00004351,20250107,2025-01-07 11:26:00,ACC000557,CUST00738,BR0016,PRD010,Deposit,Branch,78445.17,INR,74498.59,False
TXN00004352,20250831,2025-08-31 09:49:00,ACC000252,CUST00961,BR0002,PRD006,Deposit,Branch,72672.16,INR,222266.49,False
TXN00004353,20231024,2023-10-24 16:47:00,ACC000996,CUST00623,BR0021,PRD004,Withdrawal,ATM,-29236.4,INR,88232.48,False
TXN00004354,20240804,2024-08-04 09:09:00,ACC001356,CUST00367,BR0012,PRD010,Transfer,Mobile App,74928.36,INR,461965.52,False
TXN00004355,20230714,2023-07-14 18:52:00,ACC000530,CUST00080,BR0017,PRD003,Fee,POS,-35573.52,INR,74600.95,False
TXN00004356,20240705,2024-07-05 19:30:00,ACC000236,CUST00824,BR0017,PRD006,Refund,ATM,85277.0,INR,406223.9,False
TXN00004357,20240609,2024-06-09 11:32:00,ACC000659,CUST00492,BR0020,PRD010,Transfer,Mobile App,44563.28,INR,418157.65,False
TXN00004358,20250625,2025-06-25 21:30:00,ACC001367,CUST00956,BR0006,PRD007,Interest Credit,Branch,24376.59,INR,455129.3,False
TXN00004359,20240517,2024-05-17 23:44:00,ACC000661,CUST00100,BR0006,PRD008,Withdrawal,ATM,-48697.25,INR,177303.12,False
TXN00004360,20230902,2023-09-02 15:29:00,ACC000113,CUST00543,BR0012,PRD004,Refund,Branch,43044.92,INR,279122.65,False
TXN00004361,20230218,2023-02-18 03:30:00,ACC000822,CUST00271,BR0014,PRD010,Deposit,Online,76796.67,INR,464193.31,False
TXN00004362,20220125,2022-01-25 05:22:00,ACC000527,CUST00145,BR0007,PRD007,Deposit,Mobile App,96303.12,INR,477045.55,False
TXN00004363,20221011,2022-10-11 03:26:00,ACC000602,CUST00750,BR0012,PRD006,Deposit,Mobile App,20137.77,INR,423361.21,False
TXN00004364,20240530,2024-05-30 00:28:00,ACC000303,CUST00629,BR0007,PRD009,Payment,Branch,-38831.73,INR,495306.32,False
TXN00004365,20221028,2022-10-28 14:06:00,ACC001179,CUST00185,BR0011,PRD001,Interest Credit,Mobile App,73511.44,INR,214987.24,False
TXN00004366,20241227,2024-12-27 09:11:00,ACC000668,CUST00485,BR0019,PRD004,Deposit,Mobile App,41072.96,INR,78642.08,False
TXN00004367,20241027,2024-10-27 16:35:00,ACC000049,CUST00048,BR0021,PRD010,Interest Credit,Branch,29446.24,INR,243540.37,False
TXN00004368,20240327,2024-03-27 05:54:00,ACC000946,CUST00486,BR0006,PRD005,Payment,Mobile App,-6817.9,INR,17322.79,False
TXN00004369,20250306,2025-03-06 12:40:00,ACC000639,CUST00305,BR0025,PRD005,Withdrawal,ATM,-47540.21,INR,287276.89,False
TXN00004370,20250402,2025-04-02 15:08:00,ACC000633,CUST00948,BR0018,PRD003,Payment,Online,-13671.82,INR,209270.85,False
TXN00004371,20220324,2022-03-24 16:10:00,ACC000787,CUST00470,BR0007,PRD008,Refund,Branch,46765.94,INR,341026.67,False
TXN00004372,20251214,2025-12-14 03:20:00,ACC000044,CUST00054,BR0009,PRD004,Payment,Online,-34700.55,INR,16407.26,False
TXN00004373,20250101,2025-01-01 00:44:00,ACC000805,CUST00777,BR0024,PRD001,Deposit,POS,23793.94,INR,435423.86,False
TXN00004374,20250614,2025-06-14 21:03:00,ACC000192,CUST00475,BR0017,PRD007,Refund,Mobile App,13549.85,INR,191938.99,False
TXN00004375,20220215,2022-02-15 10:14:00,ACC000662,CUST00027,BR0025,PRD007,Transfer,ATM,65615.62,INR,138858.08,False
TXN00004376,20230910,2023-09-10 13:36:00,ACC001336,CUST00921,BR0009,PRD002,Deposit,Online,69176.03,INR,110627.32,False
TXN00004377,20240716,2024-07-16 02:29:00,ACC000342,CUST00515,BR0016,PRD002,Fee,POS,-37283.43,INR,332764.73,False
TXN00004378,20220919,2022-09-19 16:02:00,ACC000139,CUST00098,BR0002,PRD004,Withdrawal,Online,-48801.09,INR,226542.01,False
TXN00004379,20220625,2022-06-25 14:54:00,ACC000458,CUST00383,BR0013,PRD007,Payment,POS,-38799.54,INR,378604.0,False
TXN00004380,20250404,2025-04-04 10:53:00,ACC001148,CUST00595,BR0017,PRD010,Payment,Online,-14865.79,INR,66691.55,False
TXN00004381,20231019,2023-10-19 23:22:00,ACC000245,CUST00134,BR0009,PRD002,Deposit,Online,44074.72,INR,490888.69,True
TXN00004382,20240421,2024-04-21 01:35:00,ACC000321,CUST00659,BR0018,PRD009,Fee,Mobile App,-47316.0,INR,265801.31,False
TXN00004383,20230105,2023-01-05 06:21:00,ACC000547,CUST00012,BR0018,PRD006,Transfer,POS,9306.36,INR,291269.47,False
TXN00004384,20220223,2022-02-23 20:11:00,ACC001431,CUST00900,BR0003,PRD001,Fee,Online,-29486.86,INR,280658.19,False
TXN00004385,20231121,2023-11-21 00:02:00,ACC000818,CUST00902,BR0007,PRD010,Withdrawal,Mobile App,-15716.39,INR,324078.58,False
TXN00004386,20251213,2025-12-13 15:51:00,ACC000709,CUST00555,BR0021,PRD009,Deposit,POS,36652.14,INR,436277.84,False
TXN00004387,20250926,2025-09-26 06:30:00,ACC000744,CUST00586,BR0022,PRD008,Deposit,POS,86606.61,INR,125232.02,False
TXN00004388,20250224,2025-02-24 14:51:00,ACC000138,CUST00595,BR0014,PRD008,Refund,ATM,97926.79,INR,133559.09,False
TXN00004389,20251203,2025-12-03 21:04:00,ACC000685,CUST00907,BR0002,PRD006,Fee,POS,-32335.97,INR,496792.35,False
TXN00004390,20230102,2023-01-02 08:26:00,ACC000327,CUST00822,BR0001,PRD004,Deposit,Branch,19776.1,INR,198355.54,False
TXN00004391,20250718,2025-07-18 22:51:00,ACC000158,CUST00949,BR0019,PRD008,Transfer,Mobile App,14912.26,INR,385010.66,False
TXN00004392,20231006,2023-10-06 08:57:00,ACC000290,CUST00700,BR0025,PRD006,Withdrawal,Mobile App,-42350.3,INR,19563.06,False
TXN00004393,20230114,2023-01-14 16:44:00,ACC000195,CUST00123,BR0018,PRD003,Deposit,Branch,10765.75,INR,83911.88,False
TXN00004394,20220314,2022-03-14 08:02:00,ACC000149,CUST00446,BR0017,PRD001,Fee,POS,-27940.58,INR,300545.38,False
TXN00004395,20240703,2024-07-03 09:35:00,ACC000515,CUST00617,BR0019,PRD004,Withdrawal,Branch,-22399.49,INR,404748.67,False
TXN00004396,20250625,2025-06-25 19:15:00,ACC001056,CUST00247,BR0015,PRD005,Deposit,Branch,48778.98,INR,363914.1,False
TXN00004397,20240509,2024-05-09 18:38:00,ACC000038,CUST00586,BR0003,PRD001,Transfer,Branch,51522.76,INR,164850.23,False
TXN00004398,20220212,2022-02-12 08:01:00,ACC001041,CUST00656,BR0017,PRD004,Deposit,ATM,54673.28,INR,108315.19,False
TXN00004399,20230112,2023-01-12 17:53:00,ACC000052,CUST00071,BR0008,PRD002,Transfer,Branch,99397.22,INR,347439.08,False
TXN00004400,20241130,2024-11-30 22:14:00,ACC000695,CUST00232,BR0021,PRD010,Payment,Online,-49047.37,INR,478598.09,False
TXN00004401,20220619,2022-06-19 18:37:00,ACC001347,CUST00204,BR0015,PRD008,Payment,Branch,-40527.42,INR,317381.84,False
TXN00004402,20220731,2022-07-31 22:26:00,ACC000484,CUST00711,BR0003,PRD010,Deposit,POS,9766.47,INR,151730.35,False
TXN00004403,20220208,2022-02-08 09:57:00,ACC000281,CUST00947,BR0022,PRD002,Interest Credit,Mobile App,7554.88,INR,481395.83,False
TXN00004404,20230104,2023-01-04 04:45:00,ACC000529,CUST00764,BR0021,PRD008,Withdrawal,Online,-25310.72,INR,282991.01,False
TXN00004405,20240127,2024-01-27 14:52:00,ACC000813,CUST00104,BR0013,PRD001,Refund,Online,15911.33,INR,310947.01,False
TXN00004406,20220531,2022-05-31 23:20:00,ACC000540,CUST00726,BR0022,PRD004,Fee,POS,-45077.61,INR,37425.84,False
TXN00004407,20250208,2025-02-08 00:15:00,ACC000010,CUST00048,BR0011,PRD008,Refund,ATM,57893.55,INR,39517.48,False
TXN00004408,20251230,2025-12-30 21:22:00,ACC000887,CUST00844,BR0021,PRD006,Transfer,Mobile App,41754.44,INR,357716.96,False
TXN00004409,20241206,2024-12-06 16:40:00,ACC000860,CUST00864,BR0025,PRD004,Payment,Branch,-17753.42,INR,105540.89,False
TXN00004410,20241020,2024-10-20 01:19:00,ACC001177,CUST00884,BR0016,PRD005,Fee,ATM,-17300.91,INR,463558.83,False
TXN00004411,20240107,2024-01-07 12:17:00,ACC000812,CUST00799,BR0008,PRD005,Transfer,Online,64942.06,INR,19732.35,False
TXN00004412,20251021,2025-10-21 10:12:00,ACC001483,CUST00745,BR0011,PRD002,Interest Credit,ATM,93210.49,INR,384431.65,False
TXN00004413,20220310,2022-03-10 08:57:00,ACC000048,CUST00529,BR0018,PRD008,Payment,POS,-49808.96,INR,458729.58,False
TXN00004414,20221026,2022-10-26 06:42:00,ACC000193,CUST00272,BR0010,PRD002,Withdrawal,POS,-20690.38,INR,182037.25,False
TXN00004415,20240801,2024-08-01 17:25:00,ACC000744,CUST00586,BR0022,PRD008,Payment,Branch,-12602.21,INR,251992.69,False
TXN00004416,20240312,2024-03-12 18:15:00,ACC000662,CUST00027,BR0025,PRD007,Refund,Online,50424.73,INR,442256.14,False
TXN00004417,20221023,2022-10-23 08:53:00,ACC000450,CUST00793,BR0003,PRD009,Transfer,ATM,27165.96,INR,337664.45,False
TXN00004418,20220722,2022-07-22 16:07:00,ACC001087,CUST00744,BR0018,PRD005,Transfer,POS,56481.62,INR,85992.31,False
TXN00004419,20220302,2022-03-02 06:11:00,ACC000785,CUST00283,BR0010,PRD006,Transfer,Online,38120.0,INR,332152.02,False
TXN00004420,20240803,2024-08-03 05:08:00,ACC000291,CUST00437,BR0015,PRD009,Payment,ATM,-21807.77,INR,207159.04,False
TXN00004421,20240820,2024-08-20 08:07:00,ACC000357,CUST00829,BR0018,PRD008,Payment,POS,-17055.79,INR,102930.16,False
TXN00004422,20250830,2025-08-30 10:40:00,ACC001442,CUST00468,BR0021,PRD008,Refund,Mobile App,99945.47,INR,417513.83,False
TXN00004423,20250330,2025-03-30 04:57:00,ACC000068,CUST00578,BR0013,PRD006,Withdrawal,POS,-45259.0,INR,8873.96,False
TXN00004424,20221127,2022-11-27 00:26:00,ACC001019,CUST00407,BR0019,PRD002,Deposit,ATM,67810.49,INR,282014.2,False
TXN00004425,20221204,2022-12-04 21:48:00,ACC000037,CUST00080,BR0006,PRD006,Withdrawal,POS,-37457.57,INR,143131.73,False
TXN00004426,20250820,2025-08-20 03:56:00,ACC000748,CUST00124,BR0024,PRD004,Interest Credit,Online,21394.03,INR,348258.65,False
TXN00004427,20250923,2025-09-23 07:47:00,ACC000063,CUST00468,BR0016,PRD009,Interest Credit,Branch,21735.39,INR,413491.52,False
TXN00004428,20231001,2023-10-01 14:54:00,ACC001358,CUST00420,BR0016,PRD009,Interest Credit,POS,42723.87,INR,318574.24,False
TXN00004429,20221002,2022-10-02 23:16:00,ACC000865,CUST00101,BR0005,PRD002,Interest Credit,Mobile App,48660.92,INR,241035.18,False
TXN00004430,20250402,2025-04-02 02:42:00,ACC000106,CUST00386,BR0001,PRD009,Interest Credit,Branch,92675.43,INR,147637.72,False
TXN00004431,20221115,2022-11-15 14:54:00,ACC001044,CUST00284,BR0019,PRD005,Transfer,POS,24727.62,INR,86708.5,False
TXN00004432,20230812,2023-08-12 15:45:00,ACC000174,CUST00789,BR0017,PRD002,Interest Credit,Mobile App,54648.41,INR,392924.05,False
TXN00004433,20230519,2023-05-19 23:59:00,ACC001320,CUST00703,BR0007,PRD005,Withdrawal,Online,-9460.05,INR,71233.52,False
TXN00004434,20230122,2023-01-22 04:08:00,ACC001212,CUST00489,BR0006,PRD003,Withdrawal,Online,-47061.73,INR,64074.36,False
TXN00004435,20240519,2024-05-19 05:29:00,ACC001009,CUST00358,BR0017,PRD010,Payment,Mobile App,-22578.05,INR,126127.06,False
TXN00004436,20240412,2024-04-12 03:42:00,ACC000695,CUST00232,BR0021,PRD010,Deposit,POS,16527.31,INR,262770.13,False
TXN00004437,20241011,2024-10-11 09:33:00,ACC000191,CUST00316,BR0024,PRD008,Deposit,Online,93571.69,INR,215987.98,False
TXN00004438,20230826,2023-08-26 07:37:00,ACC001457,CUST00713,BR0009,PRD007,Payment,Mobile App,-9520.74,INR,355752.05,False
TXN00004439,20231122,2023-11-22 09:11:00,ACC001111,CUST00132,BR0012,PRD006,Refund,Branch,50574.53,INR,379060.15,False
TXN00004440,20230509,2023-05-09 22:40:00,ACC000585,CUST00463,BR0001,PRD007,Payment,POS,-16594.72,INR,385929.09,False
TXN00004441,20230505,2023-05-05 09:28:00,ACC001359,CUST00303,BR0015,PRD008,Fee,Mobile App,-39590.2,INR,27988.85,False
TXN00004442,20231222,2023-12-22 21:37:00,ACC001437,CUST00188,BR0020,PRD001,Interest Credit,ATM,82947.73,INR,263112.26,False
TXN00004443,20250101,2025-01-01 10:19:00,ACC001322,CUST00010,BR0013,PRD008,Interest Credit,Mobile App,5504.32,INR,40606.9,False
TXN00004444,20230524,2023-05-24 18:18:00,ACC001363,CUST00509,BR0015,PRD002,Interest Credit,Mobile App,64558.35,INR,373065.22,False
TXN00004445,20230125,2023-01-25 02:33:00,ACC000927,CUST00281,BR0005,PRD007,Fee,POS,-33242.09,INR,258390.31,False
TXN00004446,20221022,2022-10-22 02:55:00,ACC001470,CUST00695,BR0010,PRD002,Payment,ATM,-37327.3,INR,434864.12,False
TXN00004447,20251024,2025-10-24 10:50:00,ACC001472,CUST00186,BR0005,PRD003,Transfer,POS,78037.79,INR,67533.92,False
TXN00004448,20240306,2024-03-06 23:28:00,ACC000236,CUST00824,BR0017,PRD006,Interest Credit,ATM,56049.5,INR,114828.18,False
TXN00004449,20240514,2024-05-14 08:29:00,ACC001291,CUST00385,BR0011,PRD010,Deposit,ATM,8784.09,INR,247164.65,False
TXN00004450,20230703,2023-07-03 16:58:00,ACC000282,CUST00588,BR0011,PRD004,Payment,POS,-33750.45,INR,189536.44,False
TXN00004451,20231011,2023-10-11 19:56:00,ACC000599,CUST00910,BR0016,PRD003,Refund,Mobile App,95995.68,INR,339483.17,False
TXN00004452,20230722,2023-07-22 20:09:00,ACC001450,CUST00432,BR0005,PRD010,Payment,ATM,-27720.07,INR,10162.64,False
TXN00004453,20250425,2025-04-25 00:06:00,ACC001321,CUST00646,BR0006,PRD003,Deposit,Online,2372.97,INR,88952.88,False
TXN00004454,20240502,2024-05-02 12:11:00,ACC001368,CUST00493,BR0019,PRD008,Payment,Online,-29827.72,INR,42903.32,False
TXN00004455,20240209,2024-02-09 18:49:00,ACC001201,CUST00782,BR0009,PRD003,Transfer,Branch,10812.63,INR,282531.19,False
TXN00004456,20230321,2023-03-21 21:51:00,ACC000202,CUST00722,BR0007,PRD010,Interest Credit,Branch,69743.75,INR,331900.04,True
TXN00004457,20221229,2022-12-29 11:32:00,ACC001461,CUST00865,BR0007,PRD009,Transfer,Mobile App,63134.69,INR,450105.44,False
TXN00004458,20220503,2022-05-03 21:57:00,ACC001350,CUST00797,BR0005,PRD001,Withdrawal,Online,-24214.35,INR,438285.02,False
TXN00004459,20250426,2025-04-26 22:42:00,ACC001207,CUST00649,BR0005,PRD001,Payment,ATM,-21205.78,INR,309578.35,False
TXN00004460,20240112,2024-01-12 11:07:00,ACC000407,CUST00577,BR0021,PRD002,Refund,Mobile App,4535.13,INR,62148.77,False
TXN00004461,20231111,2023-11-11 06:55:00,ACC000680,CUST00658,BR0008,PRD003,Deposit,Online,18045.14,INR,102835.97,False
TXN00004462,20230224,2023-02-24 14:23:00,ACC000671,CUST00316,BR0005,PRD010,Withdrawal,Mobile App,-47230.11,INR,339922.78,False
TXN00004463,20250629,2025-06-29 04:24:00,ACC000436,CUST00735,BR0024,PRD007,Transfer,Online,90324.9,INR,266016.23,False
TXN00004464,20250920,2025-09-20 00:19:00,ACC000099,CUST00899,BR0023,PRD008,Withdrawal,POS,-33297.51,INR,218801.67,False
TXN00004465,20220402,2022-04-02 02:40:00,ACC000003,CUST00522,BR0025,PRD004,Payment,ATM,-45627.45,INR,433725.69,False
TXN00004466,20220304,2022-03-04 18:38:00,ACC000846,CUST00051,BR0017,PRD001,Deposit,Branch,94040.05,INR,240684.63,False
TXN00004467,20230527,2023-05-27 13:38:00,ACC000808,CUST00103,BR0015,PRD006,Payment,Mobile App,-44375.11,INR,416262.51,False
TXN00004468,20250308,2025-03-08 23:05:00,ACC000311,CUST00904,BR0003,PRD006,Refund,Mobile App,84476.14,INR,59853.49,False
TXN00004469,20250423,2025-04-23 12:27:00,ACC000594,CUST00975,BR0012,PRD009,Refund,POS,23064.83,INR,328216.78,False
TXN00004470,20250513,2025-05-13 06:24:00,ACC000104,CUST00778,BR0022,PRD008,Withdrawal,POS,-7724.29,INR,185857.46,False
TXN00004471,20240211,2024-02-11 23:47:00,ACC000743,CUST00820,BR0004,PRD009,Transfer,Mobile App,53225.29,INR,244810.12,False
TXN00004472,20250522,2025-05-22 02:47:00,ACC000022,CUST00823,BR0012,PRD003,Payment,Branch,-48480.78,INR,330593.17,False
TXN00004473,20220913,2022-09-13 09:51:00,ACC001411,CUST00757,BR0010,PRD008,Withdrawal,Mobile App,-32640.31,INR,420568.71,False
TXN00004474,20220515,2022-05-15 02:11:00,ACC001487,CUST00495,BR0012,PRD001,Payment,Mobile App,-37470.76,INR,44083.75,False
TXN00004475,20240524,2024-05-24 21:25:00,ACC001309,CUST00427,BR0006,PRD006,Refund,ATM,60769.03,INR,53658.36,False
TXN00004476,20240401,2024-04-01 14:21:00,ACC000361,CUST00786,BR0012,PRD001,Refund,Mobile App,96209.0,INR,349017.87,False
TXN00004477,20220329,2022-03-29 18:20:00,ACC001189,CUST00005,BR0012,PRD010,Refund,Branch,76217.25,INR,314773.62,False
TXN00004478,20240914,2024-09-14 00:03:00,ACC000806,CUST00988,BR0022,PRD004,Payment,Mobile App,-10924.72,INR,100425.74,False
TXN00004479,20250515,2025-05-15 11:43:00,ACC000242,CUST00851,BR0022,PRD010,Refund,Branch,99059.67,INR,194420.4,False
TXN00004480,20250226,2025-02-26 22:54:00,ACC001046,CUST00672,BR0023,PRD005,Payment,Branch,-43512.84,INR,435547.52,False
TXN00004481,20240402,2024-04-02 23:41:00,ACC001027,CUST00860,BR0013,PRD002,Deposit,Online,9086.07,INR,382573.89,False
TXN00004482,20241023,2024-10-23 23:30:00,ACC000401,CUST00718,BR0017,PRD004,Refund,ATM,93222.27,INR,302176.02,False
TXN00004483,20240831,2024-08-31 05:48:00,ACC000328,CUST00557,BR0011,PRD008,Payment,POS,-46099.58,INR,158451.43,False
TXN00004484,20240722,2024-07-22 22:03:00,ACC000804,CUST00597,BR0006,PRD009,Payment,Online,-23067.5,INR,180271.02,False
TXN00004485,20220501,2022-05-01 15:05:00,ACC001198,CUST00163,BR0008,PRD003,Interest Credit,ATM,77041.36,INR,346697.54,False
TXN00004486,20251109,2025-11-09 03:20:00,ACC000787,CUST00470,BR0007,PRD008,Fee,Online,-38290.65,INR,351901.57,False
TXN00004487,20241127,2024-11-27 04:36:00,ACC000980,CUST00886,BR0022,PRD002,Deposit,ATM,5010.12,INR,108445.46,False
TXN00004488,20250926,2025-09-26 12:32:00,ACC000215,CUST00365,BR0018,PRD009,Withdrawal,POS,-49031.44,INR,97517.9,False
TXN00004489,20241004,2024-10-04 07:27:00,ACC000862,CUST00879,BR0019,PRD008,Deposit,POS,15702.57,INR,422153.2,False
TXN00004490,20240713,2024-07-13 22:08:00,ACC000737,CUST00732,BR0005,PRD010,Payment,POS,-24127.38,INR,495412.87,False
TXN00004491,20231007,2023-10-07 11:04:00,ACC000354,CUST00798,BR0017,PRD003,Interest Credit,POS,62559.13,INR,176596.76,False
TXN00004492,20231215,2023-12-15 11:21:00,ACC000175,CUST00599,BR0013,PRD002,Payment,POS,-21814.88,INR,300017.17,False
TXN00004493,20240509,2024-05-09 04:44:00,ACC001419,CUST00873,BR0018,PRD002,Transfer,POS,36185.03,INR,161581.75,False
TXN00004494,20220121,2022-01-21 13:12:00,ACC000053,CUST00899,BR0003,PRD004,Refund,Branch,98832.54,INR,391917.44,False
TXN00004495,20220830,2022-08-30 22:11:00,ACC000303,CUST00629,BR0007,PRD009,Fee,POS,-38923.66,INR,464193.16,False
TXN00004496,20230331,2023-03-31 14:33:00,ACC000731,CUST00488,BR0008,PRD007,Withdrawal,POS,-27181.23,INR,248926.49,False
TXN00004497,20240820,2024-08-20 19:41:00,ACC000398,CUST00606,BR0017,PRD003,Transfer,Mobile App,80292.89,INR,150160.38,False
TXN00004498,20230913,2023-09-13 23:31:00,ACC000841,CUST00911,BR0001,PRD001,Fee,Online,-33226.23,INR,206180.07,False
TXN00004499,20221030,2022-10-30 04:57:00,ACC000658,CUST00615,BR0008,PRD004,Deposit,POS,45512.6,INR,122694.78,False
TXN00004500,20240313,2024-03-13 23:43:00,ACC000252,CUST00961,BR0002,PRD006,Fee,Branch,-47462.02,INR,263167.69,False
TXN00004501,20240821,2024-08-21 23:19:00,ACC001106,CUST00572,BR0007,PRD009,Payment,Online,-15838.8,INR,375083.87,False
TXN00004502,20220310,2022-03-10 00:20:00,ACC000694,CUST00270,BR0002,PRD010,Fee,POS,-5600.17,INR,5268.71,True
TXN00004503,20250226,2025-02-26 13:31:00,ACC001315,CUST00486,BR0009,PRD007,Fee,POS,-44488.12,INR,245911.23,False
TXN00004504,20220715,2022-07-15 18:13:00,ACC000520,CUST00627,BR0003,PRD008,Payment,Mobile App,-21790.33,INR,265695.29,False
TXN00004505,20220520,2022-05-20 12:50:00,ACC001123,CUST00344,BR0018,PRD009,Payment,Online,-18877.54,INR,194331.01,False
TXN00004506,20221010,2022-10-10 14:28:00,ACC000450,CUST00793,BR0003,PRD009,Withdrawal,Online,-15052.41,INR,371876.58,False
TXN00004507,20221108,2022-11-08 18:57:00,ACC000469,CUST01000,BR0020,PRD006,Withdrawal,ATM,-47636.01,INR,78108.49,False
TXN00004508,20240116,2024-01-16 05:32:00,ACC001419,CUST00873,BR0018,PRD002,Payment,Branch,-45997.87,INR,308065.87,False
TXN00004509,20221004,2022-10-04 09:13:00,ACC000002,CUST00759,BR0017,PRD003,Withdrawal,POS,-10967.92,INR,443034.2,False
TXN00004510,20220302,2022-03-02 05:07:00,ACC000591,CUST00021,BR0021,PRD008,Transfer,POS,5075.36,INR,144896.21,False
